Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
18-May-23,EQ,518.80,520.90,507.10,515.50,508.95,508.45,512.17,537.15,375.20,12293322.00,6296290146.05,139659.00
17-May-23,EQ,522.50,523.95,512.50,521.15,515.75,515.50,518.54,537.15,375.20,13684847.00,7096176117.35,202405.00
16-May-23,EQ,533.95,535.95,518.85,530.85,522.20,521.15,529.80,537.15,375.20,16514882.00,8749583814.50,288066.00
15-May-23,EQ,523.85,537.15,521.50,515.95,530.55,530.85,531.67,537.15,375.20,38270067.00,20347160068.80,402779.00
12-May-23,EQ,513.90,520.50,510.30,511.60,513.80,515.95,515.57,520.50,366.20,19766717.00,10191090680.00,209963.00
11-May-23,EQ,512.00,514.15,505.50,509.50,511.95,511.60,509.78,514.15,366.20,11454020.00,5839072782.55,182544.00
10-May-23,EQ,508.00,512.90,504.35,503.65,510.05,509.50,507.76,512.90,366.20,12481404.00,6337556705.05,142503.00
09-May-23,EQ,502.00,512.80,501.55,500.50,504.65,503.65,507.14,512.80,366.20,19818780.00,10050956213.60,252055.00
08-May-23,EQ,480.00,502.30,478.10,477.10,500.55,500.50,495.55,502.30,366.20,23515333.00,11652935690.85,262924.00
05-May-23,EQ,481.65,484.70,476.15,480.80,477.20,477.10,480.72,494.40,366.20,4830674.00,2322202084.75,63390.00
04-May-23,EQ,483.60,486.40,478.75,483.70,481.20,480.80,482.26,494.40,366.20,5650101.00,2724794302.50,67515.00
03-May-23,EQ,480.25,485.10,477.75,480.25,483.70,483.70,482.03,494.40,366.20,8529233.00,4111372753.10,161115.00
02-May-23,EQ,482.50,484.00,474.55,484.95,480.40,480.25,479.39,494.40,366.20,11542592.00,5533423320.75,139187.00
28-Apr-23,EQ,481.40,488.00,478.35,481.60,484.45,484.95,484.20,494.40,366.20,9947813.00,4816704436.65,106884.00
27-Apr-23,EQ,478.50,482.00,476.50,478.20,481.00,481.60,480.37,494.40,366.20,7085793.00,3403772971.75,124267.00
26-Apr-23,EQ,473.00,479.50,472.60,473.55,477.45,478.20,477.25,494.40,366.20,7791425.00,3718453016.55,108326.00
25-Apr-23,EQ,475.20,476.40,471.90,475.20,472.50,473.55,474.31,494.40,366.20,6888352.00,3267200557.75,76271.00
24-Apr-23,EQ,471.20,476.00,468.30,471.20,474.40,475.20,472.67,494.40,366.20,8020593.00,3791068991.80,101946.00
21-Apr-23,EQ,476.70,476.70,467.20,476.80,471.20,471.20,470.72,494.40,366.20,8478118.00,3990828795.90,107355.00
20-Apr-23,EQ,473.70,479.70,469.40,469.40,475.50,476.80,473.98,494.40,366.20,14264206.00,6760945814.45,172014.00
19-Apr-23,EQ,473.00,475.50,467.85,473.00,469.30,469.40,471.98,494.40,366.20,7368610.00,3477818420.75,125485.00
18-Apr-23,EQ,475.00,483.35,468.10,472.15,472.40,473.00,475.72,494.40,366.20,16140056.00,7678227613.10,179632.00
17-Apr-23,EQ,471.00,473.00,465.80,469.50,472.00,472.15,470.18,494.40,366.20,10710167.00,5035729604.95,124351.00
13-Apr-23,EQ,464.95,472.00,463.25,465.50,468.85,469.50,468.31,494.40,366.20,12733670.00,5963327152.20,169558.00
12-Apr-23,EQ,459.35,468.60,458.20,458.70,464.95,465.50,464.15,494.40,366.20,13552440.00,6290331375.85,144949.00
11-Apr-23,EQ,463.75,463.75,455.80,461.30,459.40,458.70,459.17,494.40,366.20,14495222.00,6655722381.60,281916.00
10-Apr-23,EQ,452.05,473.30,452.00,437.65,460.90,461.30,465.71,494.40,366.20,50462653.00,23500960587.70,510047.00
06-Apr-23,EQ,426.50,439.30,423.75,426.55,437.15,437.65,433.76,494.40,366.20,10907492.00,4731208323.35,118995.00
05-Apr-23,EQ,424.25,428.75,423.15,424.25,426.20,426.55,426.05,494.40,366.20,8821326.00,3758364940.45,90806.00
03-Apr-23,EQ,423.00,424.95,419.50,420.80,424.25,424.25,422.32,494.40,366.20,6948329.00,2934437512.10,87550.00
31-Mar-23,EQ,411.35,421.75,411.00,409.20,421.00,420.80,417.42,494.40,366.20,11037881.00,4607467781.15,141513.00
29-Mar-23,EQ,401.60,410.60,401.60,401.60,409.95,409.20,406.81,494.40,366.20,10478506.00,4262801721.70,115284.00
28-Mar-23,EQ,414.15,414.50,400.45,412.05,402.45,401.60,405.25,494.40,366.20,9553659.00,3871606872.75,157234.00
27-Mar-23,EQ,416.00,418.50,410.25,416.50,412.50,412.05,413.40,494.40,366.20,7433933.00,3073211591.20,152524.00
24-Mar-23,EQ,419.00,420.55,414.80,419.15,416.50,416.50,417.52,494.40,366.20,6877960.00,2871699476.65,97104.00
23-Mar-23,EQ,416.00,422.50,416.00,416.10,419.20,419.15,420.00,494.40,366.20,9817460.00,4123336399.35,109864.00
22-Mar-23,EQ,416.00,418.40,413.75,412.55,415.10,416.10,416.03,494.40,366.20,5728054.00,2383048835.90,85058.00
21-Mar-23,EQ,412.85,413.90,407.70,410.75,412.50,412.55,411.33,494.40,366.20,7391950.00,3040547652.55,127524.00
20-Mar-23,EQ,415.60,416.95,405.50,419.00,411.00,410.75,409.30,494.40,366.20,10075022.00,4123677514.35,189396.00
